187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
187,9;126,56
204,7;85,6
204,7;85,6
204,7;85,6
204,7;85,6
204,7;85,6
204,7;85,6
204,7;85,6
204,7;85,6
234,2;36,8
234,2;36,8
234,2;36,8
254;7,52
254;7,52
254;7,52
254;7,52
254;7,52
254;7,52
254;7,52
254;7,52
254;7,52
254;7,52
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
259,7230769;1,796923077
262,6555556;1,83E-15
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;1,20E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
262,6555556;-2,84E-16
